subs,title
"[,],Colleges,[,],Finances,[,],Research,[,],Admissions,[,],Partnerships and collaborations,[,],Galleries and collections,[,],Awards,[,],Rankings and reputation,[,],Students' Union,[,],Student Hub,[,],Publications,[,],SEE and the Enterprise Centre,[,],Student housing",University of the Arts London
"[,],19th century,[,],20th century,[,],21st century",Royal College of Art
"[,],1892 to 1900,[,],1900 to 2000,[,],2000 to present",London South Bank University
"[,],London Guildhall University,[,],University of North London,[,],Dalai Lama Honorary Doctorate controversy,[,],Student number controversy,[,],2011 course changes,[,],Proposed alcohol-free zones,[,],UK Home Office/Border Agency action, and consequences,[,],Faculties and schools,[,],Scholarships,[,],Rankings and reputation,[,],Student union,[,],Media,[,],Notable alumni,[,],Notable staff",London Metropolitan University
"[,],UK campuses,[,],Overseas campuses,[,],Former campuses,[,],Business School,[,],School of Engineering & Information Sciences,[,],Institute for Work Based Learning,[,],National Student Survey,[,],League tables",Middlesex University
"[,],Penrhyn Road,[,],Kingston Hill,[,],Knights Park,[,],Roehampton Vale,[,],Other locations,[,],Faculties,[,],Research,[,],Students' Union,[,],Halls of residence,[,],National Student Survey exaggeration,[,],External examiner controversy,[,],Notable faculty and staff,[,],Notable alumni",Kingston University
"[,],Avery Hill Campus,[,],Greenwich Campus,[,],Medway Campus,[,],Examples of research,[,],Video clips",University of Greenwich
"[,],Stratford Campus,[,],Docklands Campus,[,],University Square,[,],Royal Docks Business School,[,],School of Law and Social Sciences,[,],School of Architecture, Computing and Engineering,[,],Cass School of Education and Communities,[,],School of Health, Sport and Bioscience,[,],School of Psychology,[,],School of Arts and the Digital Industries,[,],School of Combined honours,[,],Graduate School,[,],UELconnect,[,],Degrees,[,],Partnership,[,],Study abroad programmes,[,],Partnerships,[,],Research,[,],Students' Union,[,],Student facilities,[,],Sports",University of East London
"[,],Origins,[,],1966 to present,[,],Schools and departments,[,],Finances,[,],Coat of arms,[,],Research,[,],Made In Brunel,[,],Rankings,[,],Union of Brunel Students,[,],Radio Brunel,[,],Formula Student,[,],Student housing,[,],Media, entertainment and the arts,[,],Politics and royalty,[,],Sports",Brunel University
"[,],Origins,[,],20th century,[,],21st century,[,],Schools,[,],Finances,[,],Courses,[,],Rankings,[,],Partnerships and collaborations,[,],Spin-out companies,[,],Students' Union,[,],Other,[,],Notable alumni,[,],Notable faculty and staff,[,],Vice-Chancellors",City University London
"[,],Sports,[,],Residence,[,],Notable alumni,[,],Principals","St George's, University of London"
"[,],Early appointments,[,],19th century,[,],20th century,[,],21st century,[,],Video clips",Royal Veterinary College
"[,],Origin,[,],Second World War,[,],To present day,[,],Future developments,[,],Library,[,],Department of Linguistics,[,],Rankings,[,],Student housing,[,],Directors,[,],Notable alumni,[,],Notable faculty and staff",School of Oriental and African Studies
"[,],1906 - 1956,[,],1957 - 1960,[,],1961 - 1971,[,],1972 - 1992,[,],2004 - A University Conservatoire",Central School of Speech and Drama
"[,],Queen Mary College,[,],1989 to 2010,[,],2010 to present,[,],Nuclear reactor,[,],Harold Pinter Drama Studio,[,],Faculties and schools,[,],Finances,[,],Research,[,],Libraries,[,],Partnerships,[,],Rankings,[,],Queen Mary Students' Union,[,],Student housing,[,],Notable staff,[,],Notable alumni,[,],Nobel laureates,[,],Principals","Queen Mary, University of London"
"[,],Alumni,[,],Academics and staff",Royal Academy of Music
"[,],Main collections,[,],Basic Skills Agency Resource Centre,[,],Special collections,[,],Archives,[,],Notable former faculty and staff,[,],Notable alumni,[,],Principals and Directors",Institute of Education
"[,],Faculties,[,],Research centres,[,],Teaching and research programs,[,],Awards,[,],Donald Reid Medal,[,],Rankings,[,],Notable alumni,[,],Notable current and former academic staff,[,],Deans and Directors",London School of Hygiene & Tropical Medicine
"[,],1909 to 1970,[,],1970 to 2000,[,],2000 to present",Institute of Cancer Research
"[,],Origins,[,],20th century,[,],21st century,[,],Location and transport,[,],Governance,[,],Finances,[,],Admissions,[,],Programmes and degrees,[,],Research,[,],Partnerships,[,],Libraries and archives,[,],LSE Summer School,[,],Public lectures,[,],iXXi Briefings,[,],Rankings and reputation,[,],Student body,[,],Students' Union,[,],Student housing,[,],Student societies,[,],List of Directors,[,],Heads of state and government",London School of Economics
"[,],Foundation,[,],19th century,[,],20th century,[,],2001 to present,[,],Strand Campus,[,],Guy's Campus,[,],Waterloo Campus,[,],St Thomas' Campus,[,],Denmark Hill Campus,[,],Refurbishment,[,],Governance,[,],Schools and departments,[,],Academic year,[,],Finances,[,],Coat of arms,[,],Admissions,[,],Medicine,[,],Libraries,[,],Rankings,[,],Fellows,[,],King's College London Students' Union,[,],Sports,[,],Rivalry with University College London,[,],Rivalry with the London School of Economics,[,],College prayer,[,],Student residencies,[,],Notable alumni,[,],Notable faculty and staff,[,],Nobel laureates",King's College London
"[,],Department of Philosophy,[,],Department of Theology,[,],Department of Pastoral and Social Studies,[,],Library,[,],Heythrop Students' Union,[,],The Lion Newspaper,[,],Student housing,[,],Notable alumni,[,],Notable faculty and staff","Heythrop College, London"
"[,],Faculties and departments,[,],Rankings,[,],Students' Union,[,],Sports, clubs, and traditions,[,],Student housing,[,],The Leopard","Goldsmiths, University of London"
"[,],Undergraduate Study,[,],Postgraduate Study,[,],Alumni,[,],Current Faculty,[,],Other study resources,[,],Collection highlights,[,],Paintings,[,],Selected paintings",Courtauld Institute of Art
"[,],The School of Continuing Education,[,],Departmental,[,],Faculty and students,[,],Fellows","Birkbeck, University of London"
,List of universities and higher education colleges in London
,Norwich University of the Arts
"[,],The Faculty of Science & Technology,[,],The Faculty of Arts, Law & Social Sciences,[,],The Faculty of Health, Social Care & Education,[,],Ruskin Gallery",Anglia Ruskin University
,List of universities in England
"[,],Funding history,[,],Reputation",Universities in the United Kingdom
,Template talk:Universities in the United Kingdom
"[,],1862-1976,[,],1977 to present,[,],Sixth form college,[,],Grammar school",Xaverian College
,Template:Universities in the United Kingdom
"[,],Grammar school,[,],Sixth form college,[,],Upholland Grammar School",Winstanley College
,Thomas Whitham Sixth Form
"[,],Grammar school,[,],Sixth form college,[,],St Mary's College RC Grammar School,[,],Video clips","St. Mary's College, Blackburn"
,Sir John Deane's College
,Rainford College
,Roby Sixth Form College
,Editing Template:Universities in the United Kingdom
,Rochdale Sixth Form College
"[,],Enrollment,[,],Acceptance,[,],Sports facilities,[,],College Chapel,[,],SJR Community Team,[,],The Learning Resource Centre (LRC),[,],Open Learning Centre (OLC)","St John Rigby College, Wigan"
"[,],News items",Priestley College
"[,],Foundation,[,],Alumni,[,],Teachers","Loreto College, Manchester"
,Holy Cross College (UK)
,Oldham Sixth Form College
"[,],King George V Grammar School",King George V College
"[,],Hyde County Grammar School for Boys,[,],News items",Hyde Clarendon Sixth Form College
,Carmel College (St Helens)
,Birkenhead Sixth Form College
,Cardinal Newman College
"[,],GCSEs,[,],Advanced/Advanced subsidiary GCE,[,],Other",Barrow-in-Furness Sixth Form College
"[,],Moseley Hall County Grammar School,[,],Cheadle County Grammar School for Girls,[,],Cheadle Moseley Grammar School for Boys,[,],Manor County Secondary School,[,],Margaret Danyers FE College,[,],Ridge Danyers College,[,],Cheadle and Marple Sixth Form College,[,],Cheadle & Marple Sixth Form College,[,],Ridge Danyers Sixth Form College,[,],Moseley Hall County Grammar School,[,],Cheadle Girls' Grammar school",Cheadle and Marple Sixth Form College
,Blackpool Sixth Form College
"[,],Sixth form college,[,],Ashton-under-Lyne Grammar School",Ashton Sixth Form College
,Bolton Sixth Form College
,"Aquinas College, Stockport"
,West Lancashire College
,Wigan and Leigh College
,West Cheshire College
,Trafford College
,Wirral Metropolitan College
,Tameside College
,Salford City College
,Stockport College
,Southport College
,South Cheshire College
,St Helens College
,Runshaw College
,Preston College
,"Riverside College, Halton"
,Oldham College
,Reaseheath College
,Nelson and Colne College
,Myerscough College
,Macclesfield College
,The Manchester College
"[,],The Arts Centre,[,],Bankfield Road,[,],Clarence Street,[,],Duke Street,[,],Mulberry Street,[,],Vauxhall Road,[,],The Learning Exchange,[,],Skills Centres",Liverpool Community College
,Mid Cheshire College
,Lancaster and Morecambe College
,Warrington Collegiate
" Adding pages without visiting them , Adding whole categories ",Book creator
,Cite
,"Pages that link to ""Electronic Frontier Foundation"""
,Talk:Electronic Frontier Foundation
,"Information for ""Electronic Frontier Foundation"""
,"Changes related to ""Electronic Frontier Foundation"""
,Log in / create account
,Category:Digital rights organizations
,Category:James Madison Freedom of Information Award recipients
,Log in / create account
,Category:Access to Knowledge movement
,Editing Electronic Frontier Foundation
,Knowsley Community College
,Electronic Frontier Foundation: Revision history
,Lakes College (West Cumbria)
,Hugh Baird College
,Kendal College
,"Furness College, Barrow-in-Furness"
"[,],Sites,[,],Whitefield Stand Grammar School,[,],Stand Sixth-Form College,[,],News items",Bury College
,Hopwood Hall College
"[,],Engineering,[,],Hair and Beauty",Carlisle College
,Category:Political and economic think tanks in the United States
,Bolton College
,Burnley College
,Blackpool and The Fylde College
"[,],The Coppice Centre,[,],The Hameldon Building,[,],The Broad Oak Centre",Accrington and Rossendale College
"[,],Faculties,[,],Students' Union,[,],Student housing",Royal Northern College of Music
,Blackburn College (Blackburn with Darwen)
"[,],Chancellors,[,],Vice-Chancellors,[,],MediaCityUK,[,],Major investment projects,[,],Research and development centres,[,],Peel Hall,[,],Robert Powell Theatre,[,],Chapman Gallery,[,],Tom Husband Leisure Centre,[,],Adelphi Studio Theatre,[,],Teaching quality,[,],Students' Union,[,],Accommodation,[,],Academia,[,],Business,[,],Media, Entertainment & Design,[,],Military,[,],Politics,[,],Science,[,],Sports",University of Salford
"[,],All Saints Campus,[,],Hollings,[,],Elizabeth Gaskell and Didsbury,[,],MMU Cheshire,[,],Birley Fields,[,],Governance,[,],University structure,[,],Finances,[,],Admissions,[,],Websites,[,],Video clips",Manchester Metropolitan University
"[,],Origins,[,],Present day,[,],Major projects,[,],Faculties,[,],Teaching,[,],Research,[,],Libraries,[,],Industry links,[,],Foundation courses,[,],Guest speakers,[,],Rankings,[,],Student demographics,[,],Students' Union,[,],LJMU TV,[,],Halls of residence,[,],Sports",Liverpool John Moores University
"[,],The Sheppard-Worlock Library,[,],Halls of residence,[,],Radio Hope",Liverpool Hope University
"[,],20th century,[,],21st century,[,],Courses,[,],Reputation",University of Law
"[,],Recent developments,[,],Halls of Residence,[,],Coat of Arms,[,],The Mace,[,],Faculty of Arts and Sciences,[,],Faculty of Education,[,],Faculty of Health and Social Care",Edge Hill University
,Template talk:Universities and colleges in North West England
"[,],Growth and future plans,[,],Bolton One,[,],International presence",University of Bolton
"[,],1839 to 2000,[,],2000 to present,[,],Chancellors,[,],Vice-chancellors",University of Chester
,Template:Universities and colleges in North West England
"[,],Population, density and settlements,[,],Ethnicity,[,],Place of birth,[,],Religion,[,],Teenage pregnancy,[,],Social deprivation,[,],Elections,[,],Language and dialect,[,],Eurostat NUTS,[,],Metropolitan areas,[,],Scientific and industrial heritage,[,],Transport policy,[,],Road,[,],Air,[,],Rail,[,],Sea,[,],Cheshire,[,],Lancashire,[,],Greater Manchester,[,],Merseyside,[,],Cumbria,[,],Secondary education,[,],Colleges,[,],Universities,[,],Premier League teams,[,],Championship teams,[,],League One teams,[,],League Two teams",North West England
,Template:Lancaster University
